,Scopus SourceID,Title,CiteScore,Percentile,Citation Count,Scholarly Output,Percent Cited,SNIP,SJR,RANK,Rank Out Of,Publisher,Type,OpenAccess,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Quartile,Top 10% (CiteScore Percentile),Scopus SourceID.1,Print-ISSN,E-ISSN,Subject Area
11632,23167.0,Language Teaching Research,2.07,95.0,240.0,116.0,65.0,2.097,2.428,30.0,671.0,SAGE,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23167,13621688,14770954,Social Sciences
11633,23167.0,Language Teaching Research,2.07,90.0,240.0,116.0,65.0,2.097,2.428,95.0,979.0,SAGE,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23167,13621688,14770954,Social Sciences
11755,17844.0,Vegetation History and Archaeobotany,2.05,95.0,359.0,175.0,71.0,1.073,1.206,10.0,237.0,Springer Nature,Journal,NO,1204.0,Archaeology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17844,09396314,16176278,Arts and Humanities
11758,20563.0,Minerva,2.05,91.0,117.0,57.0,70.0,1.539,1.006,19.0,213.0,Springer Nature,Journal,YES,3300.0,General Social Sciences,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20563,00264695,15731871,Social Sciences
11821,22743.0,"International Environmental Agreements: Politics, Law and Economics",2.04,93.0,200.0,98.0,67.0,1.017,0.847,35.0,528.0,Springer Nature,Journal,NO,3308.0,Law,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22743,15679764,15731553,Social Sciences
11822,22743.0,"International Environmental Agreements: Politics, Law and Economics",2.04,92.0,200.0,98.0,67.0,1.017,0.847,34.0,436.0,Springer Nature,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22743,15679764,15731553,Social Sciences
11888,28233.0,Journal of Nursing Management,2.03,98.0,773.0,380.0,70.0,1.435,0.978,1.0,29.0,Wiley-Blackwell,Journal,NO,2911.0,Leadership and Management,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28233,09660429,13652834,Nursing
11917,27137.0,Celestial Mechanics and Dynamical Astronomy,2.03,90.0,389.0,192.0,71.0,1.520,1.092,5.0,49.0,Springer Nature,Journal,NO,2610.0,Mathematical Physics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/27137,09232958,15729478,Mathematics
11942,19700187621.0,Psychology and Sexuality,2.03,92.0,136.0,67.0,72.0,1.031,0.922,9.0,121.0,Taylor & Francis,Journal,NO,3318.0,Gender Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19700187621,19419899,19419902,Social Sciences
11960,27944.0,Review of International Studies,2.02,92.0,268.0,133.0,65.0,1.472,1.630,35.0,436.0,Cambridge University Press,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/27944,02602105,14699044,Social Sciences
12039,21100212900.0,Global Heart,2.02,95.0,398.0,197.0,59.0,1.024,1.329,2.0,32.0,Elsevier,Journal,NO,2905.0,Community and Home Care,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100212900,22118160,22118179,Nursing
12069,13382.0,Health Care Management Review,2.01,94.0,217.0,108.0,72.0,1.666,1.244,2.0,29.0,Wolters Kluwer Health,Journal,NO,2911.0,Leadership and Management,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13382,03616274,15505030,Nursing
12087,16474.0,Journal of Contermporary China,2.01,91.0,363.0,181.0,70.0,1.691,1.519,36.0,436.0,Taylor & Francis,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16474,10670564,14699400,Social Sciences
12210,100147327.0,Discourse,2.0,95.0,372.0,186.0,69.0,1.503,1.386,34.0,671.0,Taylor & Francis,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/100147327,01596306,14693739,Social Sciences
12247,21100197766.0,Chinese Sociological Review,2.0,94.0,64.0,32.0,78.0,1.136,0.919,18.0,313.0,Taylor & Francis,Journal,NO,3314.0,Anthropology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100197766,21620555,21620563,Social Sciences
12248,21100197766.0,Chinese Sociological Review,2.0,92.0,64.0,32.0,78.0,1.136,0.919,10.0,121.0,Taylor & Francis,Journal,NO,3318.0,Gender Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100197766,21620555,21620563,Social Sciences
12300,18344.0,Medical Science Monitor,1.99,93.0,3198.0,1606.0,73.0,0.786,0.619,57.0,841.0,Medical Science International Publishing,Journal,YES,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18344,12341010,16433750,Medicine
12353,19600156901.0,Architectural Engineering and Design Management,1.99,93.0,151.0,76.0,62.0,1.438,0.727,7.0,98.0,Taylor & Francis,Journal,NO,2216.0,Architecture ,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19600156901,17452007,17527589,Engineering
12398,19818.0,Clinical Journal of Sport Medicine,1.98,93.0,585.0,296.0,62.0,1.030,0.999,59.0,841.0,Wolters Kluwer Health,Journal,NO,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19818,1050642X,15363724,Medicine
12474,29283.0,Journal of Occupational Rehabilitation,1.97,96.0,370.0,188.0,72.0,1.149,0.880,1.0,15.0,Springer Nature,Journal,NO,3609.0,Occupational Therapy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/29283,10530487,15733688,Health Professions
12569,26580.0,Geometric and Functional Analysis,1.96,96.0,279.0,142.0,76.0,2.395,5.563,3.0,68.0,Springer Nature,Journal,NO,2608.0,Geometry and Topology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26580,1016443X,14208970,Mathematics
12570,26580.0,Geometric and Functional Analysis,1.96,90.0,279.0,142.0,76.0,2.395,5.563,12.0,125.0,Springer Nature,Journal,NO,2603.0,Analysis,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26580,1016443X,14208970,Mathematics
12594,23863.0,Journal of Computational and Graphical Statistics,1.96,99.0,364.0,186.0,66.0,1.674,3.135,1.0,54.0,Taylor & Francis,Journal,NO,2607.0,Discrete Mathematics and Combinatorics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23863,10618600,15372715,Mathematics
12639,19900191735.0,Topics in Cognitive Science,1.96,94.0,322.0,164.0,58.0,0.920,1.004,37.0,671.0,Wiley-Blackwell,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19900191735,17568757,17568765,Social Sciences
12673,14798.0,Sex Roles: A Journal of Research,1.95,91.0,535.0,274.0,65.0,1.151,0.789,11.0,121.0,Springer Nature,Journal,NO,3318.0,Gender Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/14798,03600025,15732762,Social Sciences
12781,22481.0,Journal of Phonetics,1.94,94.0,305.0,157.0,68.0,1.600,1.109,33.0,618.0,Elsevier,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22481,00954470,10958576,Arts and Humanities
12782,22481.0,Journal of Phonetics,1.94,94.0,305.0,157.0,68.0,1.600,1.109,38.0,671.0,Elsevier,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22481,00954470,10958576,Social Sciences
12792,23874.0,Journal of Differential Equations,1.94,90.0,2348.0,1212.0,65.0,1.609,2.525,13.0,125.0,Elsevier,Journal,NO,2603.0,Analysis,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23874,00220396,10902732,Mathematics
12798,20790.0,Upsala Journal of Medical Sciences,1.94,92.0,289.0,149.0,59.0,0.773,0.888,61.0,841.0,Taylor & Francis,Journal,YES,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20790,03009734,20001967,Medicine
12809,145502.0,Journal of Youth Studies,1.94,90.0,490.0,252.0,71.0,1.407,0.953,21.0,213.0,Taylor & Francis,Journal,NO,3300.0,General Social Sciences,Quartile 1,Top 10%,https://www.scopus.com/sourceid/145502,13676261,14699680,Social Sciences
12828,21100408176.0,Annals of palliative medicine,1.94,91.0,157.0,81.0,67.0,0.558,0.752,5.0,50.0,AME Publishing Company,Journal,NO,2902.0,Advanced and Specialised Nursing,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100408176,22245820,22245839,Nursing
12865,17657.0,Archives of Animal Nutrition,1.93,91.0,207.0,107.0,72.0,1.168,0.831,14.0,154.0,Taylor & Francis,Journal,NO,3400.0,General Veterinary,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17657,1745039X,14772817,Veterinary
12876,22738.0,Philosophy and Public Affairs,1.93,92.0,58.0,30.0,63.0,2.758,2.308,10.0,126.0,Wiley-Blackwell,Journal,NO,1207.0,History and Philosophy of Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22738,00483915,10884963,Arts and Humanities
12877,22738.0,Philosophy and Public Affairs,1.93,91.0,58.0,30.0,63.0,2.758,2.308,39.0,436.0,Wiley-Blackwell,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22738,00483915,10884963,Social Sciences
12937,23144.0,Language in Society,1.92,94.0,142.0,74.0,65.0,2.797,1.466,34.0,618.0,Cambridge University Press,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23144,00474045,14698013,Arts and Humanities
12938,23144.0,Language in Society,1.92,94.0,142.0,74.0,65.0,2.797,1.466,39.0,671.0,Cambridge University Press,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23144,00474045,14698013,Social Sciences
13040,24274.0,Social Politics,1.91,90.0,149.0,78.0,60.0,1.613,1.322,12.0,121.0,Oxford University Press,Journal,NO,3318.0,Gender Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/24274,10724745,14682893,Social Sciences
13106,40751.0,Evolutionary Anthropology,1.9,93.0,213.0,112.0,44.0,0.999,1.657,20.0,313.0,Wiley-Blackwell,Journal,NO,3314.0,Anthropology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/40751,10601538,15206505,Social Sciences
13109,15249.0,"Engineering, Construction and Architectural Management",1.9,92.0,226.0,119.0,66.0,1.143,0.653,8.0,98.0,Emerald,Journal,NO,2216.0,Architecture ,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15249,09699988,1365232X,Engineering
13125,20329.0,Journal of Political Ideologies,1.9,90.0,97.0,51.0,53.0,2.107,1.457,40.0,436.0,Taylor & Francis,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20329,13569317,14699613,Social Sciences
13184,21100244407.0,East European Politics,1.9,90.0,167.0,88.0,65.0,0.880,0.525,40.0,436.0,Taylor & Francis,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100244407,21599165,21599173,Social Sciences
13386,27393.0,Population Studies,1.87,99.0,142.0,76.0,72.0,1.339,1.294,9.0,983.0,Taylor & Francis,Journal,NO,1202.0,History,Quartile 1,Top 10%,https://www.scopus.com/sourceid/27393,00324728,14774747,Arts and Humanities
13483,15136.0,Information Society,1.86,98.0,164.0,88.0,67.0,1.225,0.741,14.0,771.0,Taylor & Francis,Journal,NO,3316.0,Cultural Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15136,01972243,10876537,Social Sciences
13576,21100464738.0,Interdisciplinary topics in gerontology and geriatrics,1.86,92.0,117.0,63.0,52.0,0.477,0.672,64.0,841.0,Karger,Journal,NO,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100464738,22973508,22973486,Medicine
13597,18654.0,Applied Psycholinguistics,1.85,93.0,291.0,157.0,71.0,1.274,0.945,37.0,618.0,Cambridge University Press,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18654,01427164,14691817,Arts and Humanities
13598,18654.0,Applied Psycholinguistics,1.85,93.0,291.0,157.0,71.0,1.274,0.945,43.0,671.0,Cambridge University Press,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18654,01427164,14691817,Social Sciences
13629,110220.0,Human Ecology,1.85,93.0,375.0,203.0,68.0,1.100,0.752,21.0,313.0,Springer Nature,Journal,NO,3314.0,Anthropology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/110220,03007839,15729915,Social Sciences
13679,86448.0,Journal of Anthropological Archaeology,1.84,98.0,324.0,176.0,73.0,1.178,1.240,10.0,983.0,Elsevier,Journal,NO,1202.0,History,Quartile 1,Top 10%,https://www.scopus.com/sourceid/86448,02784165,10902686,Arts and Humanities
13680,86448.0,Journal of Anthropological Archaeology,1.84,96.0,324.0,176.0,73.0,1.178,1.240,9.0,230.0,Elsevier,Journal,NO,3302.0,Archaeology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/86448,02784165,10902686,Social Sciences
13681,86448.0,Journal of Anthropological Archaeology,1.84,95.0,324.0,176.0,73.0,1.178,1.240,11.0,237.0,Elsevier,Journal,NO,1204.0,Archaeology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/86448,02784165,10902686,Arts and Humanities
13693,19977.0,British Journal for the Philosophy of Science,1.84,98.0,201.0,109.0,61.0,2.374,2.161,10.0,983.0,Oxford University Press,Journal,NO,1202.0,History,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19977,00070882,14643537,Arts and Humanities
13694,19977.0,British Journal for the Philosophy of Science,1.84,97.0,201.0,109.0,61.0,2.374,2.161,11.0,489.0,Oxford University Press,Journal,NO,1211.0,Philosophy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19977,00070882,14643537,Arts and Humanities
13695,19977.0,British Journal for the Philosophy of Science,1.84,91.0,201.0,109.0,61.0,2.374,2.161,11.0,126.0,Oxford University Press,Journal,NO,1207.0,History and Philosophy of Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19977,00070882,14643537,Arts and Humanities
13721,5400152639.0,IET Intelligent Transport Systems,1.84,92.0,481.0,262.0,66.0,1.066,0.436,41.0,528.0,Institution of Engineering and Technology,Journal,NO,3308.0,Law,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5400152639,1751956X,17519578,Social Sciences
13784,13738.0,International Journal of Audiology,1.83,93.0,745.0,407.0,65.0,1.063,1.017,40.0,618.0,Taylor & Francis,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13738,14992027,17088186,Arts and Humanities
13785,13738.0,International Journal of Audiology,1.83,93.0,745.0,407.0,65.0,1.063,1.017,46.0,671.0,Taylor & Francis,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13738,14992027,17088186,Social Sciences
13795,25092.0,Mathematics of Computation,1.83,98.0,715.0,390.0,58.0,1.740,1.939,1.0,79.0,American Mathematical Society,Journal,NO,2602.0,Algebra and Number Theory,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25092,00255718,10886842,Mathematics
13814,21100248812.0,Biomedical Journal,1.83,92.0,407.0,222.0,60.0,0.896,0.674,65.0,841.0,Elsevier,Journal,YES,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100248812,23194170,23202890,Medicine
13829,25408.0,Mind and Language,1.82,97.0,149.0,82.0,67.0,1.349,0.985,12.0,489.0,Wiley-Blackwell,Journal,NO,1211.0,Philosophy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25408,02681064,14680017,Arts and Humanities
13830,25408.0,Mind and Language,1.82,93.0,149.0,82.0,67.0,1.349,0.985,41.0,618.0,Wiley-Blackwell,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25408,02681064,14680017,Arts and Humanities
13831,25408.0,Mind and Language,1.82,93.0,149.0,82.0,67.0,1.349,0.985,47.0,671.0,Wiley-Blackwell,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25408,02681064,14680017,Social Sciences
13846,15049.0,Biometrika,1.82,90.0,415.0,228.0,70.0,1.815,3.485,30.0,327.0,Oxford University Press,Journal,NO,2600.0,General Mathematics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15049,00063444,14643510,Mathematics
13899,11800154587.0,China Information,1.82,97.0,89.0,49.0,59.0,1.029,0.767,3.0,122.0,SAGE,Journal,NO,1200.0,General Arts and Humanities,Quartile 1,Top 10%,https://www.scopus.com/sourceid/11800154587,0920203X,1741590X,Arts and Humanities
13900,11800154587.0,China Information,1.82,93.0,89.0,49.0,59.0,1.029,0.767,13.0,190.0,SAGE,Journal,NO,2000.0,"General Economics, Econometrics and Finance",Quartile 1,Top 10%,https://www.scopus.com/sourceid/11800154587,0920203X,1741590X,"Economics, Econometrics and Finance"
13925,40042.0,Research in Nursing and Health,1.81,90.0,306.0,169.0,63.0,1.135,0.707,10.0,104.0,Wiley-Blackwell,Journal,NO,2900.0,General Nursing,Quartile 1,Top 10%,https://www.scopus.com/sourceid/40042,01606891,1098240X,Nursing
13969,15945.0,Journal of Interprofessional Care,1.81,92.0,702.0,387.0,68.0,1.124,1.004,66.0,841.0,Taylor & Francis,Journal,NO,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15945,13561820,14699567,Medicine
13983,4700151503.0,Journal of the American Board of Family Medicine,1.81,92.0,754.0,417.0,61.0,0.964,1.174,3.0,33.0,American Board of Family Medicine,Journal,YES,2714.0,Family Practice,Quartile 1,Top 10%,https://www.scopus.com/sourceid/4700151503,15572625,15587118,Medicine
14032,27971.0,Zeitschrift fur Angewandte Mathematik und Physik,1.8,90.0,718.0,400.0,54.0,1.009,0.828,31.0,327.0,Springer Nature,Journal,NO,2600.0,General Mathematics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/27971,00442275,14209039,Mathematics
14097,19900192439.0,IMF Economic Review,1.8,92.0,153.0,85.0,67.0,1.594,3.287,14.0,190.0,Springer Nature,Book Series,NO,2000.0,"General Economics, Econometrics and Finance",Quartile 1,Top 10%,https://www.scopus.com/sourceid/19900192439,20414161,2041417X,"Economics, Econometrics and Finance"
14101,19900193674.0,Applied Ontology,1.8,93.0,79.0,44.0,55.0,1.544,0.491,43.0,618.0,IOS Press,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19900193674,15705838,18758533,Arts and Humanities
14102,19900193674.0,Applied Ontology,1.8,92.0,79.0,44.0,55.0,1.544,0.491,49.0,671.0,IOS Press,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19900193674,15705838,18758533,Social Sciences
14119,25026.0,European Journal of Orthodontics,1.79,91.0,526.0,294.0,63.0,1.551,1.279,2.0,18.0,Oxford University Press,Journal,NO,3505.0,Orthodontics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25026,01415387,14602210,Dentistry
14155,14745.0,International Journal of Clinical Practice,1.79,91.0,1044.0,583.0,58.0,0.781,0.892,68.0,841.0,Wiley-Blackwell,Journal,NO,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/14745,13685031,17421241,Medicine
14193,21100464638.0,The Journal of frailty & aging,1.79,91.0,70.0,39.0,64.0,-,0.573,68.0,841.0,Serdi Publishing Company,Journal,NO,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100464638,22601341,22734309,Medicine
14200,27187.0,Journal of Visual Languages and Computing,1.78,92.0,285.0,160.0,59.0,1.109,0.413,44.0,618.0,Elsevier,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/27187,1045926X,10958533,Arts and Humanities
14255,19613.0,Swiss Medical Weekly,1.78,91.0,781.0,438.0,65.0,0.805,0.800,71.0,841.0,EMH Swiss Medical Publishers Ltd,Journal,YES,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19613,14247860,14243997,Medicine
14329,35303.0,Journal of Manipulative and Physiological Therapeutics,1.77,94.0,406.0,229.0,67.0,0.946,0.742,1.0,9.0,Elsevier,Journal,NO,3602.0,Chiropractics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/35303,01614754,15326586,Health Professions
14408,23152.0,IMA Journal of Numerical Analysis,1.76,90.0,359.0,204.0,60.0,1.384,1.987,33.0,327.0,Oxford University Press,Journal,NO,2600.0,General Mathematics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23152,02724979,14643642,Mathematics
14430,19700170231.0,Criminology & Public Policy,1.76,99.0,313.0,178.0,57.0,1.009,1.473,4.0,658.0,Wiley-Blackwell,Journal,NO,1208.0,Literature and Literary Theory,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19700170231,15386473,17459133,Arts and Humanities
14533,91941.0,World Archaeology,1.74,95.0,268.0,154.0,66.0,1.394,1.349,12.0,230.0,Taylor & Francis,Journal,NO,3302.0,Archaeology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/91941,00438243,14701375,Social Sciences
